company_name,company_rating,industry,size,type,years_old,location
PhonePe,4.1,FinTech,5k-10k Employees,Indian Unicorn,9,Ahmedabad
Panasonic,4.1,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,106,Ahmedabad
DHL Express,4.1,Logistics,1k-5k Employees,Conglomerate,45,Ahmedabad
Saarthi Pedagogy,4.0,EdTech,11-50 Employees,Startup,6,Ahmedabad
USV,4.1,Pharma,1k-5k Employees,Fortune India 500,63,Ahmedabad
Muthoot Fincorp,4.1,NBFC,10k-50k Employees,Conglomerate,137,Ahmedabad
HCL Infosystems,4.1,IT Services & Consulting,51-200 Employees,Public,48,Ahmedabad
Steel Strips Wheels,3.8,Auto Components,1k-5k Employees,Public,33,Ahmedabad
Safexpress,4.1,Logistics,1k-5k Employees,Conglomerate,27,Ahmedabad
Kiri Industries,4.1,Chemicals,1k-5k Employees,Public,26,Ahmedabad
FirstCry,3.8,Retail,1k-5k Employees,Indian Unicorn,14,Ahmedabad
Lohia Group,3.7,Industrial Machinery,1k-5k Employees,Public,48,Ahmedabad
Macleods Pharmaceuticals,3.8,Pharma,10k-50k Employees,Public,38,Ahmedabad
Zomato,3.8,Internet,1k-5k Employees,Public,16,Ahmedabad
GlaxoSmithKline Pharmaceuticals,4.2,Pharma,1k-5k Employees,Fortune India 500,194,Ahmedabad
Escorts Kubota Limited,4.1,Automobile,1k-5k Employees,Public,80,Ahmedabad
Alembic Pharmaceuticals,4.1,Pharma,10k-50k Employees,Public,117,Ahmedabad
JMC Projects,4.2,Engineering & Construction,1k-5k Employees,Public,42,Ahmedabad
Nilkamal,3.9,Furniture & Furnishing,1k-5k Employees,Public,43,Ahmedabad
VRL Logistics,4.0,Logistics,10k-50k Employees,Public,41,Ahmedabad
Coca-Cola Company,4.3,Beverage,5k-10k Employees,Forbes Global 2000,138,Ahmedabad
Polycab Wires,4.1,Electrical Equipment,1k-5k Employees,Fortune India 500,28,Ahmedabad
VRL Logistics,4.0,Logistics,10k-50k Employees,Public,41,Ahmedabad
Adecco Group,3.8,Recruitment,1k-5k Employees,Forbes Global 2000,25,Ahmedabad
Nuvoco Vistas,4.2,Building Material,1k-5k Employees,Fortune India 500,25,Ahmedabad
Apollo Tyres,4.1,Auto Components,5k-10k Employees,Public,52,Ahmedabad
NewsReach,3.7,Internet,11-50 Employees,Startup,6,Ahmedabad
Cummins,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,105,Ahmedabad
Dr. Reddy's,4.2,Pharma,10k-50k Employees,Public,40,Ahmedabad
Suzlon Group,4.2,Power,5k-10k Employees,Public,29,Ahmedabad
Tata Communications,4.1,Telecom,5k-10k Employees,Public,38,Ahmedabad
myGate,3.3,Law Enforcement & Security,1k-5k Employees,Startup,8,Ahmedabad
Karur Vysya Bank,3.7,Banking,5k-10k Employees,Public,108,Ahmedabad
ABC,4.0,Broadcasting,1k-5k Employees (Global),Public,81,Ahmedabad
ACC,4.0,Building Material,5k-10k Employees,Public,88,Ahmedabad
Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103,Ahmedabad
Tenneco,3.8,Auto Components,1k-5k Employees,Forbes Global 2000,84,Ahmedabad
Sandesh,3.3,Printing & Publishing,1k-5k Employees,Public,101,Ahmedabad
Ola Cabs,3.5,Internet,1k-5k Employees,Indian Unicorn,14,Ahmedabad
Kirloskar Brothers,4.1,Industrial Machinery,1k-5k Employees,Public,136,Ahmedabad
ManpowerGroup,3.9,Recruitment,50k-1 Lakh Employees,Forbes Global 2000,29,Ahmedabad
Karur Vysya Bank,3.7,Banking,5k-10k Employees,Public,108,Ahmedabad
Sahajanand Laser Technology,3.7,Industrial Machinery,501-1k Employees,Public,35,Ahmedabad
Navneet Education,3.9,Printing & Publishing,501-1k Employees,Public,65,Ahmedabad
PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
Mahindra Logistics,4.1,Logistics,1k-5k Employees,Public,24,Ahmedabad
HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Ahmedabad
Sony,4.3,Consumer Electronics & Appliances,1k-5k Employees,Public,30,Ahmedabad
Aglowid IT Solutions,4.9,IT Services & Consulting,11-50 Employees,Startup,6,Ahmedabad
Aglowid IT Solutions,4.9,IT Services & Consulting,11-50 Employees,Startup,6,Ahmedabad
Aditya Birla Capital,4.0,Financial Services,10k-50k Employees,Public,7,Ahmedabad
Adient,3.9,Auto Components,501-1k Employees,Forbes Global 2000,28,Ahmedabad
Reliance Trends,4.4,Retail,1 Lakh+ Employees,Conglomerate,18,Ahmedabad
Silicon Signals,5.0,Software Product,11-50 Employees,Startup,3,Ahmedabad
Aavatto,4.9,Software Product,11-50 Employees,Startup,3,Ahmedabad
Nippon Paint India,4.1,Chemicals,1k-5k Employees,Forbes Global 2000,143,Ahmedabad
TCI Express,3.9,Logistics,1k-5k Employees,Public,28,Ahmedabad
Schneider Electric,4.2,Industrial Automation,10k-50k Employees,Forbes Global 2000,25,Ahmedabad
Infomatic Solutions,3.9,BPO,51-200 Employees,MNC,14,Ahmedabad
Jade Blue Lifestyle,3.8,Retail,1k-5k Employees,Public,29,Ahmedabad
PepsiCo,4.2,Food Processing,1 Lakh+ Employees,Public,59,Ahmedabad
KEC International,4.1,Engineering & Construction,5k-10k Employees,Public,79,Ahmedabad
Swan Energy,3.8,Fashion & Textile,201-500 Employees,Public,115,Ahmedabad
Randstad,3.9,Recruitment,5k-10k Employees,Conglomerate,32,Ahmedabad
Indian Railways,4.2,Railways,1 Lakh+ Employees,Central,171,Ahmedabad
TTK Prestige,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,69,Ahmedabad
Welspun World,3.8,Building Material,1k-5k Employees,Public,39,Ahmedabad
Allied Digital Services,3.5,IT Services & Consulting,1k-5k Employees,Public,29,Ahmedabad
Sobha,4.0,Real Estate,1k-5k Employees,Public,29,Ahmedabad
JNS Instruments,3.9,Industrial Machinery,501-1k Employees,Public,23,Ahmedabad
Lemon Tree Hotels,4.2,Hospitality,5k-10k Employees,Public,22,Ahmedabad
Shree Rama Multi-Tech,3.5,Petrochemicals,501-1k Employees,Public,37,Ahmedabad
Bharat Sanchar Nigam,4.0,Telecom,50k-1 Lakh Employees,Central,24,Ahmedabad
Aditya Birla Group,4.1,Building Material,1 Lakh+ Employees,Conglomerate,167,Ahmedabad
Control Print,3.9,Consumer Electronics & Appliances,501-1k Employees,Public,33,Ahmedabad
Mahindra Rural Housing Finance,4.1,NBFC,10k-50k Employees,Public,17,Ahmedabad
Mahindra Finance,4.3,NBFC,10k-50k Employees,Public,33,Mumbai
Pine Labs,3.7,FinTech,1k-5k Employees,Indian Unicorn,26,Noida
SAL STEEL,3.5,Iron & Steel,201-500 Employees,Public,21,Gurgaon/Gurugram
Tata Group,4.3,IT Services & Consulting,1 Lakh+ Employees,Conglomerate,156,Mumbai
IQVIA,4.0,Clinical Research,10k-50k Employees,Forbes Global 2000,42,Durham
CMR Green Technologies,3.9,Metals & Mining,1k-5k Employees,Public,18,Ahmedabad
Digit Insurance,4.0,Insurance,1k-5k Employees,Fortune India 500,8,Ahmedabad
Welspun,4.1,Fashion & Textile,10k-50k Employees,Fortune India 500,39,Ahmedabad
Astron Research,4.3,Clinical Research,1k-5k Employees,Public,23,Ahmedabad
Central Institute of Plastics Engineering & Technology,3.9,Education & Training,51-200 Employees,Public,56,Ahmedabad
Reliance Home Finance,4.5,NBFC,501-1k Employees,Public,16,Ahmedabad
Government of Gujarat,3.4,Government,11-50 Employees,Public,64,Ahmedabad
Plastene,4.0,Packaging,501-1k Employees,Public,26,Ahmedabad
VIP Industries,4.0,Retail,1k-5k Employees,Public,53,Ahmedabad
Big Bazaar,4.3,Retail,10k-50k Employees,Conglomerate,23,Ahmedabad
Toppr,3.4,EdTech,1k-5k Employees,Startup,11,Ahmedabad
Centre for Environment Education,4.1,Financial Services,201-500 Employees,Public,40,Ahmedabad
Government of Gujarat,3.4,Government,11-50 Employees,Public,64,Ahmedabad
Housing.com,3.8,Internet,1k-5k Employees,Startup,12,Ahmedabad
Bank of India,4.0,Banking,50k-1 Lakh Employees,Fortune India 500,118,Ahmedabad
Transport Corporation Of India,4.1,Logistics,1k-5k Employees,Public,66,Ahmedabad
Gsrtc,4.4,Urban Transport,201-500 Employees,Public,64,Ahmedabad
Club Oxygen,4.2,Hospitality,201-500 Employees,Public,6,Ahmedabad
Big Bazaar,4.3,Retail,10k-50k Employees,Conglomerate,23,Ahmedabad
Tata Power Solar,4.3,Power,1k-5k Employees,Public,35,Ahmedabad
Valeo,4.1,Auto Components,5k-10k Employees,Forbes Global 2000,101,Ahmedabad
Easy Pay,4.3,Internet,51-200 Employees,Startup,10,Ahmedabad
Johnson & Johnson,4.2,Pharma,1k-5k Employees,Forbes Global 2000,67,Ahmedabad
Thomas Cook,3.9,Travel & Tourism,1k-5k Employees,Public,143,Ahmedabad
Federal Bank,3.9,Banking,10k-50k Employees,Public,93,Ahmedabad
Marwadi Shares & Finance,4.3,Financial Services,501-1k Employees,Public,32,Ahmedabad
G R Infraprojects,4.2,Engineering & Construction,10k-50k Employees,Public,29,Ahmedabad
Embibe,3.7,EdTech,1k-5k Employees,Startup,12,Ahmedabad
Lifestyle,4.4,Retail,10k-50k Employees,Fortune India 500,25,Ahmedabad
G R Infraprojects,4.2,Engineering & Construction,10k-50k Employees,Public,29,Ahmedabad
Thomas Cook,3.9,Travel & Tourism,1k-5k Employees,Public,143,Ahmedabad
Marwadi Shares & Finance,4.3,Financial Services,501-1k Employees,Public,32,Ahmedabad
Srei Equipment Finance,4.5,Financial Services,1k-5k Employees,Public,35,Ahmedabad
Texel Industries,3.6,Agriculture,51-200 Employees,Public,35,Ahmedabad
Federal Bank,3.9,Banking,10k-50k Employees,Public,93,Ahmedabad
Chandresh Cables,3.1,Electrical Equipment,11-50 Employees,Public,38,Ahmedabad
Tata Motors Finance,4.2,NBFC,1k-5k Employees,Conglomerate,67,Ahmedabad
Avanse Financial Services,4.0,Financial Services,501-1k Employees,Startup,12,Mumbai
Glenmark Pharmaceuticals,4.0,Pharma,10k-50k Employees,Public,47,Mumbai
Meesho,3.7,Internet,5k-10k Employees,Indian Unicorn,9,Bangalore
Nokia,4.2,Telecom,10k-50k Employees,Forbes Global 2000,159,Greater
Tata Steel,4.2,Iron & Steel,1 Lakh+ Employees,Public,117,Greater
Infibeam,3.1,FinTech,501-1k Employees,Public,17,Ahmedabad
Aakash Exploration Services,4.6,Oil & Gas,11-50 Employees,Public,17,Ahmedabad
Nila Infrastructures,4.3,Real Estate,51-200 Employees,Public,34,Ahmedabad
SalesHandy,3.2,Software Product,51-200 Employees,Startup,9,Ahmedabad
Simptel,5.0,Software Product,1-10 Employees,Startup,5,Ahmedabad
CG Power and Industrial Solutions,3.9,Electrical Equipment,1k-5k Employees,Public,87,Ahmedabad
JM Financial,3.8,Financial Services,1k-5k Employees,Public,40,Ahmedabad
EPL Limited,4.0,Packaging,1k-5k Employees,Public,40,Ahmedabad
Wapcos,3.6,Engineering & Construction,1k-5k Employees,State,55,Ahmedabad
Ajanta Pharma,4.1,Pharma,5k-10k Employees,Public,51,Ahmedabad
Xiaomi,3.9,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,14,Ahmedabad
Railtel Corporation Of India,3.9,Hardware & Networking,1k-5k Employees,Public,24,Ahmedabad
VOIS Call Center,3.9,Telecom,50k-1 Lakh Employees (Global),Public,42,Ahmedabad
Sterling Holiday Resort,3.9,Hospitality,1k-5k Employees,Public,38,Ahmedabad
Nykaa,3.5,Internet,1k-5k Employees,Public,12,Ahmedabad
V.S.T Tillers Tractors,3.6,Industrial Machinery,201-500 Employees,Public,57,Ahmedabad
Urban Company,3.6,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
MakeMyTrip,3.7,Internet,5k-10k Employees,Public,24,Ahmedabad
Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,34,Ahmedabad
ITD Cementation India,4.3,Engineering & Construction,1k-5k Employees,Public,93,Ahmedabad
Nitco,4.3,Building Material,1k-5k Employees,Public,71,Ahmedabad
Ajanta Pharma,4.1,Pharma,5k-10k Employees,Public,51,Ahmedabad
EPL Limited,4.0,Packaging,1k-5k Employees,Public,40,Ahmedabad
DIC India,4.2,Chemicals,501-1k Employees,Public,77,Ahmedabad
DP World,4.1,Logistics,1k-5k Employees,Public,19,Ahmedabad
Medlife,3.7,Internet,1k-5k Employees,Startup,10,Ahmedabad
Railtel Corporation Of India,3.9,Hardware & Networking,1k-5k Employees,Public,24,Ahmedabad
Nykaa,3.5,Internet,1k-5k Employees,Public,12,Ahmedabad
V.S.T Tillers Tractors,3.6,Industrial Machinery,201-500 Employees,Public,57,Ahmedabad
Asahi India Glass,3.9,Auto Components,1k-5k Employees,Public,40,Ahmedabad
Greenlam Industries,4.2,Building Material,1k-5k Employees,Public,11,Ahmedabad
Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Ahmedabad
Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Ahmedabad
Infra.Market,4.2,Building Material,1k-5k Employees,Indian Unicorn,8,Ahmedabad
Schoolnet India,3.8,EdTech,51-200 Employees,Public,27,Ahmedabad
Schoolnet India,3.8,EdTech,51-200 Employees,Public,27,Ahmedabad
Crisil,3.7,Financial Services,1k-5k Employees,Public,37,Ahmedabad
Info Edge,4.0,Internet,5k-10k Employees,Public,29,Ahmedabad
CNH,4.2,Automobile,1k-5k Employees,Public,11,Ahmedabad
Globe Capital Market,3.6,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,Public,40,Ahmedabad
Ashoka Buildcon,4.1,Engineering & Construction,1k-5k Employees,Public,48,Ahmedabad
Sambhaav Media,3.6,Printing & Publishing,51-200 Employees,Public,34,Ahmedabad
CarDekho,3.7,Internet,1k-5k Employees,Indian Unicorn,16,Ahmedabad
RITES,4.0,Engineering & Construction,1k-5k Employees,Central,50,Ahmedabad
Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Ahmedabad
Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Ahmedabad
Utkarsh Small Finance Bank,3.9,Banking,10k-50k Employees,Public,15,Ahmedabad
Nuziveedu Seeds,4.2,Agriculture,1k-5k Employees,Public,51,Ahmedabad
Elecon Engineering,4.2,Electrical Equipment,501-1k Employees,Public,73,Ahmedabad
CIEL HR,4.1,Recruitment,1k-5k Employees,Startup,9,Ahmedabad
Mercedes-Benz Research & Development India,4.0,IT Services & Consulting,5k-10k Employees,Public,28,Ahmedabad
CarDekho,3.7,Internet,1k-5k Employees,Indian Unicorn,16,Ahmedabad
FDC,4.1,Pharma,5k-10k Employees,Public,84,Ahmedabad
Kirloskar Oil Engines,4.2,Industrial Machinery,1k-5k Employees,Public,78,Ahmedabad
Kajima India,4.1,Engineering & Construction,51-200 Employees,Forbes Global 2000,13,Ahmedabad
Dhanuka Agritech,3.9,Agro Chemicals,1k-5k Employees,Public,42,Ahmedabad
Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Ahmedabad
Focus Lighting and Fixtures Limited,4.5,Electronics Manufacturing,51-200 Employees,Public,19,Ahmedabad
RITES,4.0,Engineering & Construction,1k-5k Employees,Central,50,Ahmedabad
Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Ahmedabad
Nippon Life India Asset Management,4.7,Financial Services,1k-5k Employees,Public,29,Ahmedabad
Tata Technologies,3.8,Engineering & Construction,5k-10k Employees,Conglomerate,35,Ahmedabad
Tata Power,4.0,Power,10k-50k Employees,Public,109,Ahmedabad
Patanjali Foods,4.0,FMCG,5k-10k Employees,Public,38,Ahmedabad
Amara Raja Group,4.2,Auto Components,5k-10k Employees,Public,39,Ahmedabad
Security and Intelligence Services (India),4.1,Law Enforcement & Security,1 Lakh+ Employees,Public,39,Ahmedabad
Onward Technologies Inc,3.2,Software Product,1k-5k Employees,Public,33,Ahmedabad
Jyoti Resins And Adhesives,4.1,Chemicals / Agri Inputs,51-200 Employees,Public,31,Ahmedabad
Schwing Stetter,4.1,Industrial Machinery,1k-5k Employees,Fortune India 500,26,Ahmedabad
VLCC,3.7,Beauty & Personal Care,1k-5k Employees,Conglomerate,35,Ahmedabad
SK Finance Limited,4.1,NBFC,10k-50k Employees,Public,30,Ahmedabad
Nagarjuna Construction Company,4.2,Engineering & Construction,5k-10k Employees,Public,26,Ahmedabad
Smytten,3.3,Internet,51-200 Employees,Startup,9,Gurgaon
RR kabel,4.2,Electrical Equipment,1k-5k Employees,Public,29,Mumbai
Stanza Living,3.1,Internet,501-1k Employees,Startup,7,Delhi
PNB Housing Finance,3.9,Financial Services,1k-5k Employees,Public,36,Ahmedabad
Deutsche Bank,4.0,Banking,10k-50k Employees,Fortune India 500,154,Ahmedabad
Amara Raja Energy & Mobility,4.3,Auto Components,5k-10k Employees,Fortune India 500,39,Ahmedabad
UPL,4.2,Agro Chemicals,5k-10k Employees,Public,55,Ahmedabad
PropTiger.com,4.2,Internet,1k-5k Employees,Startup,13,Ahmedabad
Denis Chem Lab,4.4,Pharma,51-200 Employees,Public,44,Ahmedabad
Latteys Industries,3.9,Industrial Machinery,51-200 Employees,Public,20,Ahmedabad
Bloom Dekor,2.9,Furniture & Furnishing,51-200 Employees,Public,30,Ahmedabad
MEASUREONE SOLUTIONS,3.9,Software Product,51-200 Employees,Startup,8,Ahmedabad
Latteys Industries,3.9,Industrial Machinery,51-200 Employees,Public,20,Ahmedabad
Frendy,3.2,Internet,51-200 Employees,Startup,5,Ahmedabad
Saint-Gobain,4.0,Building Material,10k-50k Employees,Forbes Global 2000,359,Ahmedabad
Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,113,Ahmedabad
Uber,4.2,Internet,1k-5k Employees,Public,15,Ahmedabad
Hubtown,3.7,Engineering & Construction,1k-5k Employees,Public,35,Ahmedabad
Kissht Finance,4.1,FinTech,201-500 Employees,Startup,9,Ahmedabad
Patanjali Ayurved,3.2,FMCG,1k-5k Employees,Fortune India 500,18,Ahmedabad
BlackBuck,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
Emami,4.1,Beauty & Personal Care,1k-5k Employees,Public,50,Ahmedabad
Uber,4.2,Internet,1k-5k Employees,Public,15,Ahmedabad
Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,113,Ahmedabad
Saint-Gobain,4.0,Building Material,10k-50k Employees,Forbes Global 2000,359,Ahmedabad
Muthoot Group,3.6,Financial Services,10k-50k Employees,Public,137,Ahmedabad
Hindustan Petroleum,4.3,Oil & Gas,5k-10k Employees,Central,50,Ahmedabad
Canara Bank,3.5,Banking,50k-1 Lakh Employees,Public,118,Ahmedabad
Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Ahmedabad
Ricoh,3.9,IT Services & Consulting,1-10 Employees,Public,88,Ahmedabad
Page Industries,4.2,Fashion & Textile,10k-50k Employees,Public,30,Ahmedabad
J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Ahmedabad
ABB Group,4.1,Electrical Equipment,1k-5k Employees,Public,36,Ahmedabad
Nowfloats Technologies,3.3,Software Product,201-500 Employees,Startup,12,Ahmedabad
Levi Strauss & Co.,4.5,Fashion & Textile,1k-5k Employees,Public,171,Ahmedabad
Ugro Capital,3.8,NBFC,1k-5k Employees,Public,31,Ahmedabad
Go First,3.7,Aviation,1k-5k Employees,Public,19,Ahmedabad
LT Foods,4.1,Food Processing,1k-5k Employees,Public,34,Ahmedabad
Ricoh,3.9,IT Services & Consulting,1-10 Employees,Public,88,Ahmedabad
Canara Bank,3.5,Banking,50k-1 Lakh Employees,Public,118,Ahmedabad
Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Ahmedabad
Star Health & Allied Insurance,3.9,Insurance,10k-50k Employees,Fortune India 500,18,Ahmedabad
Hindustan Petroleum,4.3,Oil & Gas,5k-10k Employees,Central,50,Ahmedabad
Safari Industries India,4.2,Fashion & Textile,501-1k Employees,Public,50,Ahmedabad
Lava International,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,15,Ahmedabad
Emami,4.1,Beauty & Personal Care,1k-5k Employees,Public,50,Ahmedabad
Orient Electric,4.0,Consumer Electronics & Appliances,501-1k Employees,Public,70,Ahmedabad
Minda Kyoraku,4.1,Automobile,51-200 Employees,Public,16,Ahmedabad
Rallis India,4.3,Agro Chemicals,1k-5k Employees,Public,76,Ahmedabad
Page Industries,4.2,Fashion & Textile,10k-50k Employees,Public,30,Ahmedabad
J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Ahmedabad
ABB Group,4.1,Electrical Equipment,1k-5k Employees,Public,36,Ahmedabad
Airtel Payments Bank,4.2,FinTech,501-1k Employees,Public,8,Ahmedabad
Nowfloats Technologies,3.3,Software Product,201-500 Employees,Startup,12,Ahmedabad
Ugro Capital,3.8,NBFC,1k-5k Employees,Public,31,Ahmedabad
TTK Healthcare,4.2,Healthcare,1k-5k Employees,Public,96,Ahmedabad
Zebpay,3.3,FinTech,51-200 Employees (Global),Startup,10,Ahmedabad
Prince Pipes & Fittings,4.3,Building Material,1k-5k Employees,Public,37,Ahmedabad
DS Group,4.1,FMCG,1k-5k Employees,Conglomerate,95,Ahmedabad
Greenply,4.0,Furniture & Furnishing,1k-5k Employees,Public,40,Ahmedabad
Sundaram Finance,4.2,NBFC,1k-5k Employees,Public,70,Ahmedabad
Marks & Spencer,4.0,Retail,1k-5k Employees,Forbes Global 2000,140,Ahmedabad
IRB Infrastructure,4.2,Engineering & Construction,5k-10k Employees,Public,26,Ahmedabad
A Infrastructure,4.1,Industrial Machinery,201-500 Employees,Public,44,Ahmedabad
A Infrastructure,4.1,Industrial Machinery,201-500 Employees,Public,44,Ahmedabad
Globe Textiles (India),4.3,Fashion & Textile,51-200 Employees,Public,11,Ahmedabad
NeoGrowth Credit,3.7,NBFC,501-1k Employees,Startup,11,Ahmedabad
Bajaj Auto,3.9,Automobile,5k-10k Employees,Public,79,Ahmedabad
Infibeam Avenues,3.4,IT Services & Consulting,501-1k Employees,Public,17,Ahmedabad
Care Health Insurance,3.8,Internet,5k-10k Employees,Public,12,Ahmedabad
Shadowfax Technologies,3.7,Logistics,1k-5k Employees,Public,9,Ahmedabad
Philips,3.9,Consumer Electronics & Appliances,5k-10k Employees,Forbes Global 2000,94,Ahmedabad
Religare,3.9,Financial Services,1k-5k Employees,Public,40,Ahmedabad
Progressive Infotech,3.5,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,26,Ahmedabad
Gruh Finance,4.3,Financial Services,501-1k Employees,Public,36,Ahmedabad
Gokul Refoils & Solvent,3.8,FMCG,51-200 Employees,Public,32,Ahmedabad
Cil Nova Petrochemicals,3.2,Fashion & Textile,501-1k Employees,Public,10,Ahmedabad
Haier Appliances India,4.1,Consumer Electronics & Appliances,1k-5k Employees,Conglomerate,20,Ahmedabad
Nippon Express,4.2,Logistics,501-1k Employees,Public,77,Ahmedabad
Tata Housing Development Company,4.1,Real Estate,1k-5k Employees,Public,40,Ahmedabad
